_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
65a0eb34908c90eb44ecd747||42.69|89.09|48.39|69.34|45,1,0,0|words|10|-1|0|12.65|0|0|false|false|english|none|normal|false|false|false||1705044788000
65a0ea43908c90eb44ecd037||35.55|80.33|49.23|52.87|39,3,0,1|words|10|-1|0|13.16|0|0|false|false|english|none|normal|false|false|false||1705044547000
65a0ea34908c90eb44eccfbc||40.16|77.05|51.63|69.26|42,5,0,1|words|10|-1|0|12.55|0|0|false|false|english|none|normal|false|false|false||1705044532000
65a0ea25908c90eb44eccf47||65.05|98.15|65.05|67.75|52,0,0,0|words|10|-1|0|9.59|0|0|false|false|english|none|normal|false|false|false||1705044517000
65a0ea17908c90eb44eccee8||47.81|84.31|62.42|58.48|36,2,0,0|words|10|-1|0|9.04|0|0|false|false|english|none|normal|false|false|false||1705044503000
65a0e9eb908c90eb44eccd82||51.7|86.27|64.96|61.35|39,3,0,0|words|10|-1|0|9.05|0|0|false|false|english|none|normal|false|false|false||1705044459000
65a0e9df908c90eb44eccd22||43.84|83.61|50.37|54.23|47,2,1,0|words|10|-1|0|12.87|0|0|false|false|english|none|normal|false|false|false||1705044447000
65a0e9bf908c90eb44eccc28||59.48|91.67|59.48|58.46|54,0,0,0|words|10|-1|0|10.9|0|0|false|false|english|none|normal|false|false|false||1705044415000
65a03363f8d3bd59510e84e6||42.33|80|57.27|65.51|34,4,0,0|words|10|-1|0|9.64|0|0|false|false|english|none|normal|false|false|false||1704997731000
65a03349f8d3bd59510e836d||48.81|90.38|57.15|58.6|41,0,0,1|words|10|-1|0|10.08|0|0|false|false|english|none|normal|false|false|false||1704997705000
65a0333df8d3bd59510e82b6||48.38|89.09|57.18|65.46|44,2,0,0|words|10|-1|0|10.91|0|0|false|false|english|none|normal|false|false|false||1704997693000
65a03330f8d3bd59510e8218||51.1|92.31|55.92|60.8|53,0,0,1|words|10|-1|1|12.45|0|11.5|false|false|english|none|normal|false|false|false||1704997680000
65a03315f8d3bd59510e80a1||47.13|80.77|60.77|61.87|38,5,0,0|words|10|-1|0|9.68|0|0|false|false|english|none|normal|false|false|false||1704997653000
65a0330af8d3bd59510e800f||51.8|89.36|58.27|66.98|40,2,0,0|words|10|-1|0|9.27|0|0|false|false|english|none|normal|false|false|false||1704997642000
65a032fff8d3bd59510e7f66||47.19|84|58.99|63.13|36,1,0,2|words|10|-1|0|9.15|0|0|false|false|english|none|normal|false|false|false||1704997631000
65a032bdf8d3bd59510e7c09||47.73|90|59.97|78.62|39,2,0,0|words|10|-1|0|9.81|0|0|false|false|english|none|normal|false|false|false||1704997565000
65a032b1f8d3bd59510e7b69||49.03|85|49.03|61.5|50,0,0,0|words|10|-1|1|12.24|0|9.74|false|false|english|none|normal|false|false|false||1704997553000
65a0328cf8d3bd59510e7956||48.68|84.31|61.84|67.85|37,2,0,0|words|10|-1|0|9.12|0|0|false|false|english|none|normal|false|false|false||1704997516000
65a0327ff8d3bd59510e7881||60.47|90.2|64.5|73.26|45,1,0,0|words|10|-1|1|8.93|0|11.54|false|false|english|none|normal|false|false|false||1704997503000
65a03268f8d3bd59510e772e||54.21|95|54.21|60.48|54,0,0,0|words|10|-1|0|11.95|0|0|false|false|english|none|normal|false|false|false||1704997480000
65a03161f8d3bd59510e67e0||46.71|91.07|53.98|58.6|45,1,0,0|words|10|-1|0|11.56|0|0|false|false|english|none|normal|false|false|false||1704997217000
65a03155f8d3bd59510e672d||43.22|89.66|57.63|65.39|42,2,1,1|words|10|-1|0|11.66|0|0|false|false|english|none|normal|false|false|false||1704997205000
65a03146f8d3bd59510e6647||41.35|84.31|55.53|66.5|35,2,0,0|words|10|-1|0|10.16|0|0|false|false|english|none|normal|false|false|false||1704997190000
65a0313af8d3bd59510e659c||57.91|94.34|57.91|55.96|49,0,0,0|words|10|-1|0|10.15|0|0|false|false|english|none|normal|false|false|false||1704997178000
65a030a2f8d3bd59510e5cb7||47.51|82.69|58.76|65.02|38,3,0,1|words|10|-1|0|9.6|0|0|false|false|english|none|normal|false|false|false||1704997026000
65a03096f8d3bd59510e5c06||31.07|77.05|44.01|66.63|36,4,2,0|words|10|-1|0|13.91|0|0|false|false|english|none|normal|false|false|false||1704997014000
65a02eb9f8d3bd59510e3f71||33.53|83.93|41.47|52.27|38,2,0,2|words|10|-1|0|13.6|0|0|false|false|english|none|normal|false|false|false||1704996537000
65a02eaff8d3bd59510e3ea9||37.33|82.86|37.33|47.28|57,0,0,0|words|10|-1|0|18.32|0|0|false|false|english|none|normal|false|false|false||1704996524000
65a0229af8d3bd59510d9301||51.8|84.91|57.68|64.81|44,2,1,0|words|10|-1|0|10.19|0|0|false|false|english|none|normal|false|false|false||1704993434000
65a0228ef8d3bd59510d9247||40.57|84.29|49.32|54.43|51,2,1,0|words|10|-1|0|15.08|0|0|false|false|english|none|normal|false|false|false||1704993422000
65a0227df8d3bd59510d912a||56.27|97.92|56.27|67.66|46,0,0,0|words|10|-1|0|9.81|0|0|false|false|english|none|normal|false|false|false||1704993405000
65a02264f8d3bd59510d8fb9||34.85|75|47.05|59.7|40,7,1,2|words|10|-1|0|13.77|0|0|false|false|english|none|normal|false|false|false||1704993380000
65a02255f8d3bd59510d8ebb||56.48|94.44|56.48|69.3|51,0,0,0|words|10|-1|0|10.84|0|0|false|false|english|none|normal|false|false|false||1704993365000
65a0223bf8d3bd59510d8ce9||55.77|87.27|64.44|68.29|45,3,0,0|words|10|-1|0|9.68|0|0|false|false|english|none|normal|false|false|false||1704993337000
65a0222ef8d3bd59510d8c1c||40.92|81.48|51.42|57|39,5,0,1|words|10|-1|0|11.44|0|0|false|false|english|none|normal|false|false|false||1704993325000
65a02221f8d3bd59510d8b48||45.05|89.29|49.95|57.93|46,1,0,0|words|10|-1|0|12.25|0|0|false|false|english|none|normal|false|false|false||1704993312000
65a02211f8d3bd59510d8a55||43.47|85.45|58.74|59.13|37,2,0,1|words|10|-1|0|10.21|0|0|false|false|english|none|normal|false|false|false||1704993297000
65a02205f8d3bd59510d8992||45.22|89.8|50.61|58.26|42,2,0,1|words|10|-1|0|11.15|0|0|false|false|english|none|normal|false|false|false||1704993285000
65a021f8f8d3bd59510d88c6||38.48|82.86|38.48|61.79|55,0,0,0|words|10|-1|0|17.15|0|0|false|false|english|none|normal|false|false|false||1704993272000
65a021e6f8d3bd59510d87b3||28.73|75|46.41|50.94|26,4,0,0|words|10|-1|1|10.86|0|11.91|false|false|english|none|normal|false|false|false||1704993254000
65a021cdf8d3bd59510d8637||47.31|91.38|54.51|54.59|46,1,0,0|words|10|-1|0|11.67|0|0|false|false|english|none|normal|false|false|false||1704993229000
65a021bef8d3bd59510d855a||47.26|90.16|52.93|57.92|50,1,0,0|words|10|-1|0|12.7|0|0|false|false|english|none|normal|false|false|false||1704993214000
65a021aff8d3bd59510d847e||47.91|80.3|54.36|51.04|52,5,1,0|words|10|-1|0|13.02|0|0|false|false|english|none|normal|false|false|false||1704993199000
65a02168f8d3bd59510d8040||60.55|92.16|60.55|66.67|46,0,0,0|words|10|-1|0|9.12|0|0|false|false|english|none|normal|false|false|false||1704993128000
65a02128f8d3bd59510d7c58||58.99|92|65.7|71.66|44,2,0,1|words|10|-1|0|8.95|0|0|false|false|english|none|normal|false|false|false||1704993064000
65a020d7f8d3bd59510d7773||72.55|100|72.55|77.99|51,0,0,0|words|10|-1|0|8.44|0|0|false|false|english|none|normal|false|false|false||1704992983000
65a0208ff8d3bd59510d72ea||51.56|85.71|58.77|63.48|50,2,0,0|words|10|-1|0|11.64|0|0|false|false|english|none|normal|false|false|false||1704992910000
65a01f8ff8d3bd59510d63ab||68.8|100|68.8|68.19|56,0,0,0|words|10|-1|0|9.77|0|0|false|false|english|none|normal|false|false|false||1704992655000
65a01f83f8d3bd59510d62f1||50|90.91|50|59.74|47,0,0,0|words|10|-1|0|11.28|0|0|false|false|english|none|normal|false|false|false||1704992643000
65a01f75f8d3bd59510d621e||53.96|90.91|53.96|53.39|50,0,0,0|words|10|-1|0|11.12|0|0|false|false|english|none|normal|false|false|false||1704992629000
65a01f5cf8d3bd59510d60bd||42.06|81.25|52.87|61.68|35,3,0,1|words|10|-1|0|9.99|0|0|false|false|english|none|normal|false|false|false||1704992604000
65a01ed5f8d3bd59510d587e||45.41|81.82|68.11|69.49|36,4,2,1|words|10|-1|1|9.51|0|14.29|false|false|english|none|normal|false|false|false||1704992469000
65a01e30f8d3bd59510d4e85||76|89.36|85.04|88.48|42,3,1,0|words|10|-1|0|6.63|0|0|false|false|english|none|normal|false|false|false||1704992304000
65a01e27f8d3bd59510d4dfd||42.4|84.48|52.26|51.44|43,2,0,0|words|10|-1|1|12.17|0|2.39|false|false|english|none|normal|false|false|false||1704992295000
65a01debf8d3bd59510d4a4e||57.39|96.15|57.39|68.64|50,0,0,0|words|10|-1|0|10.46|0|0|false|false|english|none|normal|false|false|false||1704992235000
65a01ddff8d3bd59510d4994||41.44|80|46.96|53.87|45,2,0,0|words|10|-1|0|13.03|0|0|false|false|english|none|normal|false|false|false||1704992223000
65a01dd0f8d3bd59510d48a8||54.66|90.32|63.41|74.4|50,2,0,0|words|10|-1|0|10.98|0|0|false|false|english|none|normal|false|false|false||1704992208000
65a01dc2f8d3bd59510d47bc||43.17|83.33|64.75|69.45|40,7,0,1|words|10|-1|0|11.12|0|0|false|false|english|none|normal|false|false|false||1704992194000
65a01dacf8d3bd59510d4674||56.22|92.73|56.22|58.56|50,0,0,0|words|10|-1|3|10.67|0|31.21|false|false|english|none|normal|false|false|false||1704992172000
65a01d7cf8d3bd59510d43ab||43.17|78.18|55.67|64.43|38,4,0,0|words|10|-1|0|10.56|0|0|false|false|english|none|normal|false|false|false||1704992124000
65a01d6af8d3bd59510d4286||66.49|94|74.05|78.8|44,1,0,0|words|10|-1|0|7.94|0|0|false|false|english|none|normal|false|false|false||1704992106000
65a01d50f8d3bd59510d4124||45.6|79.63|50.9|52.5|43,4,0,1|words|10|-1|0|11.32|0|0|false|false|english|none|normal|false|false|false||1704992080000
65a01d29f8d3bd59510d3ed5||31.33|78.43|53.71|57.95|28,4,1,1|words|10|-1|0|10.73|0|0|false|false|english|none|normal|false|false|false||1704992040000
65a01d1cf8d3bd59510d3e13||44.13|88|60.07|71.63|36,3,0,0|words|10|-1|0|9.79|0|0|false|false|english|none|normal|false|false|false||1704992028000
65a01d10f8d3bd59510d3d68||38.8|80.65|56.7|54.89|39,3,1,1|words|10|-1|1|12.06|0|9.97|false|false|english|none|normal|false|false|false||1704992016000
65a01cf8f8d3bd59510d3bf3||42.6|81.97|50.34|62.27|44,2,0,0|words|10|-1|0|12.4|0|0|false|false|english|none|normal|false|false|false||1704991992000
65a01ce4f8d3bd59510d3ac7||46.24|93.1|49.94|55.31|50,0,0,1|words|10|-1|0|12.98|0|0|false|false|english|none|normal|false|false|false||1704991972000
65a01cd4f8d3bd59510d39d3||40.83|81.33|40.83|54.62|59,0,0,0|words|10|-1|0|17.34|0|0|false|false|english|none|normal|false|false|false||1704991956000
65a01cc2f8d3bd59510d38c2||62.12|92.59|62.12|67.26|50,0,0,0|words|10|-1|0|9.66|0|0|false|false|english|none|normal|false|false|false||1704991938000
65a01cacf8d3bd59510d3783||48.89|94.83|55.88|53.04|49,0,0,1|words|10|-1|1|12.03|1|15.58|false|false|english|none|normal|false|false|false||1704991916000
65a01c16f8d3bd59510d2e45|true|48.2|91.2|52.6|67.31|241,3,1,2|time|60|-1|1|60.01|0|7.95|false|false|english|none|normal|false|false|false||1704991766000
65a01bc7f8d3bd59510d295b||61.82|93.33|61.82|63.5|42,0,0,0|words|10|-1|0|8.15|0|0|false|false|english|none|normal|false|false|false||1704991687000
65a01b61f8d3bd59510d2312||35.57|81.48|39.22|57.48|39,0,0,1|words|10|-1|0|13.16|0|0|false|false|english|none|normal|false|false|false||1704991585000
65a01b29f8d3bd59510d1fd4||46.44|82.35|60.63|58.48|36,2,1,0|words|10|-1|0|9.3|0|0|false|false|english|none|normal|false|false|false||1704991529000
65a01b1ef8d3bd59510d1f24||42.51|88.71|46.94|51.28|48,0,0,1|words|10|-1|0|13.55|0|0|false|false|english|none|normal|false|false|false||1704991518000
65a01af2f8d3bd59510d1c72||34.12|76.56|44.11|59.46|41,3,0,0|words|10|-1|1|14.42|0|14.52|false|false|english|none|normal|false|false|false||1704991474000
65a01ad1f8d3bd59510d1a46||36.42|77.59|50.8|72.42|38,4,1,0|words|10|-1|0|12.52|0|0|false|false|english|none|normal|false|false|false||1704991441000
65a01ac3f8d3bd59510d195c||50.68|86.54|61.54|75.55|42,5,0,0|words|10|-1|0|9.94|0|0|false|false|english|none|normal|false|false|false||1704991426000
65a01ab7f8d3bd59510d188c||45.24|85.42|58.16|59.63|35,1,1,1|words|10|-1|0|9.28|0|0|false|false|english|none|normal|false|false|false||1704991415000
65a01a9ef8d3bd59510d1713||40.48|86|61.34|72.74|33,3,1,0|words|10|-1|0|9.78|0|0|false|false|english|none|normal|false|false|false||1704991390000
65a01a91f8d3bd59510d164b||55.28|95.08|55.28|60.4|58,0,0,0|words|10|-1|0|12.59|0|0|false|false|english|none|normal|false|false|false||1704991377000
65a01a83f8d3bd59510d1558||45.88|84.78|68.82|76.06|30,2,1,2|words|10|-1|0|7.85|0|0|false|false|english|none|normal|false|false|false||1704991363000
65a01a79f8d3bd59510d14b7||37.48|76.92|53.38|71.46|33,3,1,0|words|10|-1|0|10.57|0|0|false|false|english|none|normal|false|false|false||1704991353000
65a01a6cf8d3bd59510d13d2||42.23|85.42|55.89|64.29|34,3,0,2|words|10|-1|0|9.66|0|0|false|false|english|none|normal|false|false|false||1704991340000
65a01a61f8d3bd59510d12f8||34.21|85.11|62.95|57.68|25,1,1,3|words|10|-1|0|8.77|0|0|false|false|english|none|normal|false|false|false||1704991329000
65a01a56f8d3bd59510d1245||50.36|90.38|53.72|55.45|45,1,0,0|words|10|-1|1|10.72|0|10.59|false|false|english|none|normal|false|false|false||1704991318000
65a01a30f8d3bd59510d0fd8||62.56|94.64|62.56|74.27|52,0,0,0|words|10|-1|0|9.98|0|0|false|false|english|none|normal|false|false|false||1704991280000
65a01a15f8d3bd59510d0e27||68.18|96.3|68.18|71.08|52,0,0,0|words|10|-1|3|9.15|0|28.98|false|false|english|none|normal|false|false|false||1704991253000
65a019cdf8d3bd59510d0989||41.97|81.69|41.97|63.11|55,0,0,0|words|10|-1|0|15.73|0|0|false|false|english|none|normal|false|false|false||1704991181000
65a019bbf8d3bd59510d0878||39.6|82.54|51.57|61.76|43,1,1,0|words|10|-1|0|13.03|0|0|false|false|english|none|normal|false|false|false||1704991163000
65a019b0f8d3bd59510d0793||57.41|84|70.33|77.37|40,6,0,0|words|10|-1|0|8.36|0|0|false|false|english|none|normal|false|false|false||1704991150000
65a019a2f8d3bd59510d06db||57.47|90.48|57.47|61.82|56,0,0,0|words|10|-1|0|11.69|0|0|false|false|english|none|normal|false|false|false||1704991138000
65a0197ef8d3bd59510d04a8||34.4|78.95|45.27|57.03|38,5,0,0|words|10|-1|0|13.25|0|0|false|false|english|none|normal|false|false|false||1704991102000
65a01971f8d3bd59510d03ce||65.51|94.34|65.51|62.23|50,0,0,0|words|10|-1|0|9.16|0|0|false|false|english|none|normal|false|false|false||1704991088000
65a01963f8d3bd59510d030b||47.76|88.33|53.73|59.68|48,1,0,0|words|10|-1|0|12.06|0|0|false|false|english|none|normal|false|false|false||1704991075000
65a01934f8d3bd59510d003c||51.47|84.48|62.91|58.72|45,4,1,0|words|10|-1|0|10.49|0|0|false|false|english|none|normal|false|false|false||1704991028000
65a01928f8d3bd59510cff90||37.67|86.21|49.61|44.1|41,3,0,0|words|10|-1|0|13.06|0|0|false|false|english|none|normal|false|false|false||1704991016000
65a01906f8d3bd59510cfd4f||42.36|80.3|50.31|79.76|48,2,1,0|words|10|-1|0|13.6|0|0|false|false|english|none|normal|false|false|false||1704990982000
65a018f8f8d3bd59510cfc2c||41.04|88.52|52.24|46.75|44,2,1,0|words|10|-1|0|12.86|0|0|false|false|english|none|normal|false|false|false||1704990966000
65a018e5f8d3bd59510cfb3b||55.39|90.91|60.2|63.6|46,1,0,1|words|10|-1|0|9.97|0|0|false|false|english|none|normal|false|false|false||1704990949000
65a00f33f8d3bd59510c6600||38.42|80|52.29|57.82|36,3,0,1|words|10|-1|0|11.25|0|0|false|false|english|none|normal|false|false|false||1704988467000
65a00f26f8d3bd59510c6548||42.33|78.95|56.81|61.47|38,4,1,1|words|10|-1|0|10.77|0|0|false|false|english|none|normal|false|false|false||1704988454000
65a00f19f8d3bd59510c6481||38.2|81.13|55.05|60.95|34,2,1,2|words|10|-1|0|10.68|0|0|false|false|english|none|normal|false|false|false||1704988441000
65a00f03f8d3bd59510c6357||47.81|80|75.93|75.05|34,5,2,0|words|10|-1|0|8.53|0|0|false|false|english|none|normal|false|false|false||1704988419000
65a00ef8f8d3bd59510c6290||53.49|92|53.49|60.93|45,0,0,0|words|10|-1|0|10.1|0|0|false|false|english|none|normal|false|false|false||1704988408000
65a00eeaf8d3bd59510c61bd||58.54|88.14|68.09|62.5|49,4,0,0|words|10|-1|0|10.05|0|0|false|false|english|none|normal|false|false|false||1704988394000
65a00edcf8d3bd59510c60f2||57.61|90.48|57.61|63.85|56,0,0,0|words|10|-1|0|11.66|0|0|false|false|english|none|normal|false|false|false||1704988380000
65a00ecef8d3bd59510c6012||37.38|77.42|48.59|65.69|40,2,0,1|words|10|-1|0|12.84|0|0|false|false|english|none|normal|false|false|false||1704988366000
65a00d62f8d3bd59510c4acb||66.8|100|66.8|74.65|49,0,0,0|words|10|-1|0|8.8|0|0|false|false|english|none|normal|false|false|false||1704988002000
65a00d52f8d3bd59510c4a02||64.89|93.75|64.89|65.77|45,0,0,0|words|10|-1|0|8.32|0|0|false|false|english|none|normal|false|false|false||1704987986000
65a00d2bf8d3bd59510c47c6||50.92|95|59.06|62.26|50,0,0,1|words|10|-1|0|11.78|0|0|false|false|english|none|normal|false|false|false||1704987947000
65a00d0ff8d3bd59510c462e||56.59|93.33|56.59|70.8|56,0,0,0|words|10|-1|0|11.88|0|0|false|false|english|none|normal|false|false|false||1704987919000
65a00cfdf8d3bd59510c452b||46.23|81.82|57.51|68.22|41,4,0,1|words|10|-1|0|10.64|0|0|false|false|english|none|normal|false|false|false||1704987901000
65a00c39f8d3bd59510c39c8||40.6|85.96|45.22|56.64|44,1,0,0|words|10|-1|0|13|0|0|false|false|english|none|normal|false|false|false||1704987705000
65a00c0ef8d3bd59510c373b||59.55|95.92|64.96|78.67|44,0,0,1|words|10|-1|0|8.87|0|0|false|false|english|none|normal|false|false|false||1704987662000
65a00c00f8d3bd59510c3671||48.44|94.44|58.82|73.29|42,1,0,0|words|10|-1|2|10.41|0|14.18|false|false|english|none|normal|false|false|false||1704987648000
659ffef0f8d3bd59510b7558||48.71|86.67|55.97|71.95|47,1,0,0|words|10|-1|0|11.58|0|0|false|false|english|none|normal|false|false|false||1704984304000
659ffedef8d3bd59510b7459||47.37|84.21|62.76|62.47|40,3,0,0|words|10|-1|0|10.13|0|0|false|false|english|none|normal|false|false|false||1704984286000
659ffed3f8d3bd59510b73af||47.89|91.07|54.14|62.2|46,1,0,0|words|10|-1|0|11.53|0|0|false|false|english|none|normal|false|false|false||1704984274000
659ffec7f8d3bd59510b7306||45.09|82.46|59.39|70.13|41,6,0,0|words|10|-1|0|10.91|0|0|false|false|english|none|normal|false|false|false||1704984262000
659ffeb8f8d3bd59510b7244||49.44|85.25|62.63|77.97|45,2,1,1|words|10|-1|0|10.92|0|0|false|false|english|none|normal|false|false|false||1704984248000
659ffeaaf8d3bd59510b717c||51.81|85.45|55.26|63.83|45,1,0,0|words|10|-1|0|10.42|0|0|false|false|english|none|normal|false|false|false||1704984233000
659ffdfcf8d3bd59510b67bc||49.25|83.67|65.66|73.97|36,4,1,0|words|10|-1|0|8.77|0|0|false|false|english|none|normal|false|false|false||1704984060000
659ffdf2f8d3bd59510b6723||41.94|81.36|50.92|54.64|42,2,0,0|words|10|-1|0|12.02|0|0|false|false|english|none|normal|false|false|false||1704984050000
659ffddff8d3bd59510b6619||40.83|82.26|46.04|60.78|47,4,0,0|words|10|-1|0|13.82|0|0|false|false|english|none|normal|false|false|false||1704984031000
659ffc84f8d3bd59510b526c||34.35|75|46.47|54.12|34,2,0,1|words|10|-1|0|11.88|0|0|false|false|english|none|normal|false|false|false||1704983683000
659ffc76f8d3bd59510b51af||39.34|84|57.78|73.23|32,3,0,1|words|10|-1|0|9.76|0|0|false|false|english|none|normal|false|false|false||1704983669000
659ffc69f8d3bd59510b50e5||48.01|83.67|63.09|72.41|35,3,0,0|words|10|-1|0|8.75|0|0|false|false|english|none|normal|false|false|false||1704983655000
659ffc47f8d3bd59510b4f2b||16.2|75.79|37.6|57.21|81,23,10,4|time|60|-1|0|60|1|0|false|false|english|binary|normal|false|false|false||1704983620000
659ffbbff8d3bd59510b4837||33|81.72|49.99|59.06|165,17,2,6|time|60|-1|0|60.01|0|0|false|false|english|none|normal|false|false|false||1704983487000
659ffb7ef8d3bd59510b4469||40.6|81.82|50.6|66.53|203,8,3,2|time|60|-1|0|60.01|0|0|false|false|english|none|normal|false|false|false||1704983420000
659ff893f8d3bd59510b1b33||42.39|83.33|60.78|79.89|53,7,1,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1704982673000
659ff77cf8d3bd59510b0d67||41.58|80.52|56.77|68.3|52,5,1,0|time|15|-1|1|15.01|0|2.51|false|false|english|none|normal|false|false|false||1704982396000
659ff5a3f8d3bd59510af690|true|46.19|87.2|54.39|61.27|231,11,3,1|time|60|-1|0|60.01|0|0|false|false|english|none|normal|false|false|false||1704981923000
659ff55af8d3bd59510af31b||62.06|94.23|68.66|68.06|47,2,0,0|words|10|-1|0|9.09|0|0|false|false|english|none|normal|false|false|false||1704981850000
659febbbf8d3bd59510a7764||36.72|84.13|48.08|65.3|42,3,0,0|words|10|-1|0|13.73|0|0|false|false|english|none|normal|false|false|false||1704979387000
659febabf8d3bd59510a76a7||50.07|75.93|67.19|73.55|38,5,3,0|words|10|-1|0|9.11|0|0|false|false|english|none|normal|false|false|false||1704979371000
659feb58f8d3bd59510a72df||43.29|78.13|53.65|67.76|46,5,1,0|words|10|-1|0|12.75|0|0|false|false|english|none|normal|false|false|false||1704979288000
659feb49f8d3bd59510a7238||59.23|92.45|68.66|76.7|44,0,1,0|words|10|-1|0|8.91|0|0|false|false|english|none|normal|false|false|false||1704979273000
659feb40f8d3bd59510a71a6||45.61|85.42|61.24|68|35,4,0,1|words|10|-1|0|9.21|0|0|false|false|english|none|normal|false|false|false||1704979262000
659feb2af8d3bd59510a708a||54.29|93.62|59.58|58.5|41,0,0,1|words|10|-1|0|9.06|0|0|false|false|english|none|normal|false|false|false||1704979242000
659feb1ff8d3bd59510a7011||68.5|98.08|68.5|67.72|50,0,0,0|words|10|-1|0|8.76|0|0|false|false|english|none|normal|false|false|false||1704979231000
659feb13f8d3bd59510a6f7a||63.11|96.43|63.11|68.16|54,0,0,0|words|10|-1|0|10.27|0|0|false|false|english|none|normal|false|false|false||1704979219000
659feafcf8d3bd59510a6e6a||59.84|90.32|64.35|69.97|53,0,0,1|words|10|-1|0|10.63|0|0|false|false|english|none|normal|false|false|false||1704979196000
659feadcf8d3bd59510a6ce8||63.97|96.55|63.97|65.34|56,0,0,0|words|10|-1|0|10.51|0|0|false|false|english|none|normal|false|false|false||1704979164000
659fead0f8d3bd59510a6c3d||35.36|83.64|58.56|71.83|32,3,1,0|words|10|-1|0|10.86|0|0|false|false|english|none|normal|false|false|false||1704979152000
659feabaf8d3bd59510a6b39||25.48|89.83|28.02|4.43|50,1,0,0|words|10|-1|0|23.55|10|0|false|false|english|none|normal|false|false|false||1704979130000
659feaa1f8d3bd59510a69fa||55.29|91.07|55.29|58.69|51,0,0,0|words|10|-1|0|11.07|0|0|false|false|english|none|normal|false|false|false||1704979104000
659fea33f8d3bd59510a64ed||40.56|85.11|55.31|64.77|33,3,0,0|words|10|-1|0|9.76|0|0|false|false|english|none|normal|false|false|false||1704978995000
659fea26f8d3bd59510a644e||46.46|78.57|56.66|70.25|41,5,1,1|words|10|-1|0|10.59|0|0|false|false|english|none|normal|false|false|false||1704978982000
659fe7cbf8d3bd59510a49d8||60.14|94.55|67.66|75.95|48,1,0,0|words|10|-1|1|9.58|0|5.26|false|false|english|none|normal|false|false|false||1704978379000
659fe7b8f8d3bd59510a4906||42.91|86.44|46.72|68.43|45,0,0,1|words|10|-1|0|12.59|0|0|false|false|english|none|normal|false|false|false||1704978360000
659fe7a8f8d3bd59510a4858||45.24|88.71|48.79|58.78|51,0,0,1|words|10|-1|0|13.53|0|0|false|false|english|none|normal|false|false|false||1704978344000
659fe73ef8d3bd59510a43f8||33.07|91.49|37.21|24.87|40,1,0,0|words|10|-1|0|14.51|4|0|false|false|english|none|normal|false|false|false||1704978238000
659fe726f8d3bd59510a42cd||67.61|91.11|72.68|56.55|40,1,0,0|words|10|-1|0|7.1|0|0|false|false|english|none|normal|false|false|false||1704978214000
659fe668f8d3bd59510a3b11||56.44|87.93|63.35|71.88|49,2,1,0|words|10|-1|0|10.42|0|0|false|false|english|none|normal|false|false|false||1704978024000
659fe5e7f8d3bd59510a3565||59.16|90.38|67.42|71.72|43,2,1,0|words|10|-1|0|8.72|0|0|false|false|english|none|normal|false|false|false||1704977895000
659fe55cf8d3bd59510a2f63||55.4|93.33|55.4|61.5|56,0,0,0|words|10|-1|0|12.13|0|0|false|false|english|none|normal|false|false|false||1704977756000
659faef7f8d3bd5951083a5f||48.46|82.26|56.89|63.95|46,3,1,0|words|10|-1|0|11.39|0|0|false|false|english|none|normal|false|false|false||1704963831000
659faedcf8d3bd595108396f||32.27|91.58|35.91|62.69|80,1,0,0|words|10|-1|0|29.75|0|0|false|false|english|binary|normal|false|false|false||1704963804000
659fae3ff8d3bd5951083430||34.33|93.75|34.33|55.17|89,0,0,0|words|10|-1|0|31.11|0|0|false|false|english|binary|normal|false|false|false||1704963647000
659fad57f8d3bd5951082c10||46.71|88.06|46.71|58.45|56,0,0,0|words|10|-1|0|14.39|0|0|false|false|english|plus_one|normal|false|false|false||1704963415000
659fad3cf8d3bd5951082b3e||39.53|91.07|39.53|56.01|40,0,0,0|words|10|-1|0|12.14|0|0|false|false|english|nospace|normal|false|false|false||1704963388000
659fad26f8d3bd5951082a9a||52.16|91.07|52.16|73.51|50,0,0,0|words|10|-1|0|11.5|0|0|false|false|english|nausea|normal|false|false|false||1704963366000
659fad17f8d3bd5951082a23||39.1|78.57|49.39|66.14|38,4,0,1|words|10|-1|0|11.66|0|0|false|false|english|nausea|normal|false|false|false||1704963351000
659facbdf8d3bd59510826fb||41.85|88.71|47.83|51.8|49,1,0,0|words|10|-1|0|14.05|0|0|false|false|english|earthquake|normal|false|false|false||1704963261000
659fac9ff8d3bd595108260b||32.16|75|36.02|44.04|50,3,0,0|words|10|-1|0|18.66|0|0|false|false|english|crt|normal|false|false|false||1704963231000
659fac5ff8d3bd59510823e9||38.83|96.74|38.83|68.95|89,0,0,0|words|10|-1|0|27.5|0|0|false|false|english|binary|normal|false|false|false||1704963167000
659fac3ef8d3bd59510822a4||24.43|90.29|27.48|39.08|80,0,1,0|words|10|-1|0|39.3|0|0|false|false|english|binary|normal|false|false|false||1704963134000
659fac02f8d3bd595108209f||13.62|82.14|17.03|34.19|32,4,0,0|words|10|-1|0|28.19|1|0|false|false|english|arrows|normal|false|false|false||1704963074000
